objectid,permanent_identifier,fdate,resolution,gnis_id,gnis_name,areasqkm,elevation,reachcode,ftype,fcode
19208,92797923,1059955200000,2,00868726,Newfound Lake,18.013,179.2,01070001001208,390,39009
