fid,name,wtype,reachcode,wbid,mgtwbid,mgtwat1,altname,lat,long,acres,reg
845,Megunticook Lake,Lentic,01050002018958,4852,4852,, ,44.2576951409138,-69.1112002543798,1351.73900016,B
