objectid,permanent_identifier,fdate,resolution,gnis_id,gnis_name,areasqkm,elevation,reachcode,ftype,fcode
23575,107204271,1252587523000,2,00870737,Lake Wentworth,12.532,162.8,01070002002847,390,39009
