OBJECTID,COMID,PERMANENT_IDENTIFIER,GNIS_ID,GNIS_NAME,AREASQKM,REACHCODE,FTYPE_DISPLAY,HU8,WATERBODY_NAME,FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,LEVELELEV,GLOBALID
12932,,60459951,00876785,Green Pond,2.05405217,02030103002404,Lake/Pond,02030103,Green Pond,876785,Green Pond,Lake,,{FADFC614-616A-446B-B366-CD176F68C661}
