objectid,permanent_identifier,fdate,resolution,gnis_id,gnis_name,areasqkm,elevation,reachcode,ftype,fcode
9629,120804340,1418256000000,2,00871340,Sunapee Lake,16.69419687,333,01080106002001,390,39009
