OBJECTID,GPO_NAME,GNIS_ID,AreaSqKm,Elevation,Permanent_Identifier,ReachCode,FType,FCode,FCode_Description,GPO_County,GPO_NAME_SOURCE,GPO_HUC
34473,Lake Mahopac,00956276,2.4204536,200.07,55506359,02030101001513,390,39011,Lake/Pond: Hydrographic Category = Perennial; Stage = Date of Photography,Putnam,NHD,Lower Hudson
