fid,name,wtype,reachcode,wbid,mgtwbid,mgtwat1,altname,lat,long,acres,reg
937,Kezar Lake,Lentic,01060002001962,0097,0097,, ,44.1943183446363,-70.9093105613073,2665.30919179,A
