OBJECTID,HYPOLY_COD,HYDRO_POLY,AV_LEGEND,NAMEDP_COD,NAMED_POLY,LAKE_NO,LAKE,ACREAGE,Shape__Area,Shape__Length
68099,421,"Reservoir, Lake, or Pond",Water,2,Named Waterbody,1544,Lake Waramaug,640.80798339,27913580.278442383,48900.99493253828
